,Event Date,Event Type,Restoration,Number of Customers Affected,Area Affected,States,Event Category,Region
865,2009-01-01 00:00:00,Transmission Tripped,2009-04-24 00:29:00,93300,"Skagit County, Washington",Washington,Transmission Interruption,West
866,2009-01-01 00:00:00,Substation Load Interruption,2009-04-23 19:58:00,280000,"Communities of Elsinore, Hemet, Moreno Valley, Perris, San Jacinto and Temecula in the southeastern area of Riverside County in California",California,Transmission Interruption,West
867,2009-01-01 00:00:00,Complete Electric System Failure,2009-04-24 11:21:00,11000,"Ruston, Louisiana",Louisiana,Transmission Interruption,Southern
868,2009-01-01 00:00:00,High Winds/Rain,2009-04-29 01:00:00,125000,Western Region of Service Territory,Western Region of Service Territory,Severe Weather,Other
869,2009-01-01 00:00:00,High Winds,2009-04-28 11:30:00,158000,Greater Houston/Galveston Area,Texas,Severe Weather,Southern
871,2009-01-01 00:00:00,Severe Thunderstorm,2009-05-08 09:00:00,83000,SW Missouri,Missouri,Severe Weather,MidWest
872,2009-01-01 00:00:00,Severe Thunderstorm,2009-05-14 23:20:00,68800,Southern Illinois,Illinois,Severe Weather,MidWest
873,2009-01-01 00:00:00,Transmission Equipment Failure,2009-05-29 19:57:00,1,"Henderson County, Kentucky",Kentucky,Transmission Interruption,Southern
875,2009-01-01 00:00:00,Electrical System Separation,2009-06-05 20:18:00,70,East of Fresno California,California,Other,West
876,2009-01-01 00:00:00,Severe Thunderstorms,2009-06-11 05:00:00,85091,Central Maryland,Maryland,Severe Weather,Southern
877,2009-01-01 00:00:00,Severe Storms,2009-06-14 10:00:00,800000,North and Central Texas,Texas,Severe Weather,Southern
878,2009-01-01 00:00:00,Severe Storm,2009-06-12 18:53:00,136000,"Chattanooga, Tennessee",Tennessee,Severe Weather,Southern
879,2009-01-01 00:00:00,Severe Thunderstorms,2009-06-15 23:59:00,81645,"Arkansas, North Mississippi",Arkansas,Severe Weather,Other
879,2009-01-01 00:00:00,Severe Thunderstorms,2009-06-15 23:59:00,81645,"Arkansas, North Mississippi",Mississippi,Severe Weather,Southern
880,2009-01-01 00:00:00,Severe Thunderstorm,2009-06-13 18:00:00,102000,Georgia,Georgia,Severe Weather,Southern
881,2009-01-01 00:00:00,Fuel Supply Deficiency,2009-06-17 02:00:00,0,A.D. Edmonston Pumping Plant,California,System Operations,West
882,2009-01-01 00:00:00,Severe Storm,2009-06-21 23:00:00,99000,Michigan Lower Peninsula,Michigan,Severe Weather,MidWest
883,2009-01-01 00:00:00,Severe Storm,2009-06-19 23:59:00,245000,The Entire ComEd Service Territory,Illinois,Severe Weather,MidWest
884,2009-01-01 00:00:00,Made Public Appeals,2009-06-24 22:00:00,,Southwest Louisiana,Louisiana,Other,Southern
885,2009-01-01 00:00:00,Made Public Appeals,2009-06-25 19:00:00,,ERCOT Region,Colorado,Other,West
886,2009-01-01 00:00:00,High Winds/Rain,2009-06-28 20:00:00,118000,Western Region of Service Territory,Western Region of Service Territory,Severe Weather,Other
887,2009-01-01 00:00:00,Severe Thunderstorms,2009-06-27 09:00:00,85000,"Southwest Ohio, Northern Kentudky, Central and Southern Indiana",Indiana,Severe Weather,MidWest
887,2009-01-01 00:00:00,Severe Thunderstorms,2009-06-27 09:00:00,85000,"Southwest Ohio, Northern Kentudky, Central and Southern Indiana",Ohio,Severe Weather,MidWest
888,2009-01-01 00:00:00,Severe Thunderstorms,2009-06-29 09:00:00,50752,Central Connecticut,Connecticut,Severe Weather,Other
890,2009-01-01 00:00:00,Electrical System Separation,2009-07-03 01:25:00,0,Northern Maine,Maine,Other,East
891,2009-01-01 00:00:00,Made Public Appeals,2009-07-07 19:00:00,,"San Antonio, Texas",Texas,Other,Southern
892,2009-01-01 00:00:00,Made Public Appeals,2009-07-08 19:00:00,,ERCOT Region,Colorado,Other,West
893,2009-01-01 00:00:00,Made Public Appeals,2009-07-14 18:00:00,,AEP SWEPCO/Louisiana Area,Louisiana,Other,Southern
893,2009-01-01 00:00:00,Made Public Appeals,2009-07-14 18:00:00,,AEP SWEPCO/Louisiana Area,Colorado,Other,West
899,2009-01-01 00:00:00,Made Public Appeals,2009-07-15 18:00:00,,AEP SWEPCO/Louisiana Area,Louisiana,Other,Southern
899,2009-01-01 00:00:00,Made Public Appeals,2009-07-15 18:00:00,,AEP SWEPCO/Louisiana Area,Colorado,Other,West
900,2009-01-01 00:00:00,Made Public Appeals,2009-07-16 18:00:00,,AEP SWEPCO/Louisiana Area,Louisiana,Other,Southern
900,2009-01-01 00:00:00,Made Public Appeals,2009-07-16 18:00:00,,AEP SWEPCO/Louisiana Area,Colorado,Other,West
901,2009-01-01 00:00:00,Thunderstorms,2009-07-19 21:00:00,73000,Houston/Galveston Area,Texas,Severe Weather,Southern
902,2009-01-01 00:00:00,Severe Thunderstorm,2009-07-22 19:00:00,86058,"Metro Denver (Jefferson, Adams, and Arapahoe Counties)","Metro Denver (Jefferson, Adams, and Arapahoe Counties)",Severe Weather,Other
903,2009-01-01 00:00:00,Unit Tripped,2009-07-21 08:43:00,1,"San Francisco Bay Area, California",California,Other,West
904,2009-01-01 00:00:00,Failure of Computer Hardware Used for Monitoring,2009-07-27 05:47:00,,"Chattanooga, Tennessee",Tennessee,Transmission Interruption,Southern
905,2009-01-01 00:00:00,Loss of Part of Substation,2009-07-28 20:33:00,,Salt Lake City Utah and Northern Utah,Utah,System Operations,West
907,2009-01-01 00:00:00,Highwinds,2009-08-03 13:09:00,70264,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsyvania",Delaware,Severe Weather,Southern
908,2009-01-01 00:00:00,Thunderstorms,2009-08-08 21:00:00,63700,"Northern Kentucky, Southwest Ohio and Central and South Indiana",Indiana,Severe Weather,MidWest
908,2009-01-01 00:00:00,Thunderstorms,2009-08-08 21:00:00,63700,"Northern Kentucky, Southwest Ohio and Central and South Indiana",Kentucky,Severe Weather,Southern
908,2009-01-01 00:00:00,Thunderstorms,2009-08-08 21:00:00,63700,"Northern Kentucky, Southwest Ohio and Central and South Indiana",Ohio,Severe Weather,MidWest
909,2009-01-01 00:00:00,Made Public Appeals,2009-08-05 19:00:00,,ERCOT Region,Colorado,Other,West
910,2009-01-01 00:00:00,High Winds and Rain,2009-08-11 22:00:00,137000,Western Region of Service Territory,Western Region of Service Territory,Severe Weather,Other
911,2009-01-01 00:00:00,Severe Thunderstorms,2009-08-10 09:59:00,58156,"Michigan, Lower Peninsula",Michigan,Severe Weather,MidWest
912,2009-01-01 00:00:00,Thunderstorms,2009-08-12 10:00:00,73000,South Houston Service Area,Texas,Severe Weather,Southern
913,2009-01-01 00:00:00,Thunderstorms,2009-08-22 08:00:00,80000,Houston Metropolitan Service Area,Texas,Severe Weather,Southern
914,2009-01-01 00:00:00,Electrical System Separation,2009-08-29 14:01:00,18,Western South Dakota,South Dakota,Other,MidWest
915,2009-01-01 00:00:00,Electrical System Separation,2009-08-29 23:53:00,0,Western South Dakota,South Dakota,Other,MidWest
916,2009-01-01 00:00:00,Made Public Appeals,2009-08-31 00:00:00,,"City of Los Angeles, California",California,Other,West
918,2009-01-01 00:00:00,Severe Storms,2009-10-09 23:00:00,75000,Southeast Michigan,Michigan,Severe Weather,MidWest
919,2009-01-01 00:00:00,Transmission System Interruption,2009-10-09 19:10:00,,"Central Valley, CA (Bakersfield, CA)",California,Transmission Interruption,West
920,2009-01-01 00:00:00,Winter Storm,2009-10-11 16:00:00,56000,Arkansas and North Louisiana,Arkansas,Severe Weather,Other
920,2009-01-01 00:00:00,Winter Storm,2009-10-11 16:00:00,56000,Arkansas and North Louisiana,Louisiana,Severe Weather,Southern
921,2009-01-01 00:00:00,Ice,2009-10-13 14:34:00,35500,Southeastern Wyoming,Wyoming,Severe Weather,West
922,2009-01-01 00:00:00,High Winds,2009-10-13 17:50:00,94000,Sacramento County,California,Severe Weather,West
923,2009-01-01 00:00:00,High Winds and Rain,2009-10-13 22:30:00,859554,Northern California,California,Severe Weather,West
925,2009-01-01 00:00:00,Tropical Storm Ida,2009-11-14 04:25:00,335000,"Southeastern Virginia, Northeastern North Carolina",North Carolina,Severe Weather,Southern
925,2009-01-01 00:00:00,Tropical Storm Ida,2009-11-14 04:25:00,335000,"Southeastern Virginia, Northeastern North Carolina",Virginia,Severe Weather,Southern
926,2009-01-01 00:00:00,Switching Failure,2009-11-18 10:00:00,,"Central Valley, CA",California,Transmission Interruption,West
928,2009-01-01 00:00:00,Forced Outage Equipment Failure,2009-12-08 04:00:00,,California,California,Transmission Interruption,West
929,2009-01-01 00:00:00,Severe Weather,2009-12-10 11:00:00,140000,Arizona,Arizona,Severe Weather,West
930,2009-01-01 00:00:00,Load Shed/Made Public Appeals,2009-12-08 12:00:00,,California,California,System Operations,West
931,2009-01-01 00:00:00,Severe Weather,2009-12-10 06:30:00,48102,Ohio,Ohio,Severe Weather,MidWest
932,2009-01-01 00:00:00,Severe Weather,2009-12-12 08:00:00,65562,Michigan,Michigan,Severe Weather,MidWest
933,2009-01-01 00:00:00,Severe Weather,2009-12-25 21:30:00,403913,"West Virginia, Kentucky, Ohio",Kentucky,Severe Weather,Southern
933,2009-01-01 00:00:00,Severe Weather,2009-12-25 21:30:00,403913,"West Virginia, Kentucky, Ohio",Ohio,Severe Weather,MidWest
933,2009-01-01 00:00:00,Severe Weather,2009-12-25 21:30:00,403913,"West Virginia, Kentucky, Ohio",Virginia,Severe Weather,Southern
933,2009-01-01 00:00:00,Severe Weather,2009-12-25 21:30:00,403913,"West Virginia, Kentucky, Ohio",West Virginia,Severe Weather,Southern
934,2009-01-01 00:00:00,Severe Weather,2009-12-19 23:15:00,47000,Western North Carolina,North Carolina,Severe Weather,Southern
941,2010-01-01 00:00:00,Made Public Appeals,2010-01-08 18:00:00,,Southwest Louisiana,Louisiana,Other,Southern
942,2010-01-01 00:00:00,Interruptible Load Shed/Made Public Appeals,2010-01-11 09:57:00,,Northern and Central Florida,Florida,System Operations,Southern
943,2010-01-01 00:00:00,Severe Storm,2010-01-28 08:00:00,1700000,Northern and Central California,California,Severe Weather,West
944,2010-01-01 00:00:00,Severe Storm,2010-01-19 12:24:00,30000,San Francisco,California,Severe Weather,West
945,2010-01-01 00:00:00,Severe Storm,2010-01-20 15:00:00,50000,San Diego and Orange Counties,California,Severe Weather,West
946,2010-01-01 00:00:00,Severe Storm,2010-01-24 18:10:00,147223,"City of Los Angeles, California",California,Severe Weather,West
947,2010-01-01 00:00:00,Ice Storm,2010-02-02 12:00:00,68705,Oklahoma,Oklahoma,Severe Weather,Southern
949,2010-01-01 00:00:00,Ice Storm/Electrical System Separation,2010-02-01 17:00:00,0,Oklahoma,Oklahoma,Severe Weather,Southern
950,2010-01-01 00:00:00,Winter Storm,2010-02-13 16:00:00,221000,Southern NJ,New Jersey,Severe Weather,East
951,2010-01-01 00:00:00,Winter Storm,2010-02-07 17:00:00,74000,North and South Carolina,South Carolina,Severe Weather,Southern
952,2010-01-01 00:00:00,Winter Storm,2010-02-12 15:46:00,97651,"District of Columbia, Prince Georges and Montgomery Co. MD",District of Columbia,Severe Weather,Other
952,2010-01-01 00:00:00,Winter Storm,2010-02-12 15:46:00,97651,"District of Columbia, Prince Georges and Montgomery Co. MD",Maryland,Severe Weather,Southern
953,2010-01-01 00:00:00,Winter Storm,2010-02-12 12:00:00,57000,Southwestern Pennsylvania,Pennsylvania,Severe Weather,East
954,2010-01-01 00:00:00,Winter Storm,2010-02-07 02:38:00,102225,"Indiana, Ohio, W. Virginia and Virginia",Indiana,Severe Weather,MidWest
954,2010-01-01 00:00:00,Winter Storm,2010-02-07 02:38:00,102225,"Indiana, Ohio, W. Virginia and Virginia",Ohio,Severe Weather,MidWest
954,2010-01-01 00:00:00,Winter Storm,2010-02-07 02:38:00,102225,"Indiana, Ohio, W. Virginia and Virginia",Virginia,Severe Weather,Southern
955,2010-01-01 00:00:00,Winter Storm,2010-02-07 07:00:00,104736,"Virginia, North Carolina",North Carolina,Severe Weather,Southern
955,2010-01-01 00:00:00,Winter Storm,2010-02-07 07:00:00,104736,"Virginia, North Carolina",Virginia,Severe Weather,Southern
956,2010-01-01 00:00:00,Winter Storm,2010-02-06 09:00:00,58491,Delmarva Peninsula,Maryland,Severe Weather,Southern
957,2010-01-01 00:00:00,Winter Storm,2010-02-14 16:00:00,223000,Southeastern Pennsylvania,Pennsylvania,Severe Weather,East
958,2010-01-01 00:00:00,Winter Storm,2010-02-15 21:00:00,500000,Dallas/Fort Worth and East Texas,Texas,Severe Weather,Southern
959,2010-01-01 00:00:00,Winter Storm,2010-02-12 17:00:00,52999,"East Texas, Western Arkansas, Northern Lousiania",Arkansas,Severe Weather,Other
959,2010-01-01 00:00:00,Winter Storm,2010-02-12 17:00:00,52999,"East Texas, Western Arkansas, Northern Lousiania",Texas,Severe Weather,Southern
960,2010-01-01 00:00:00,Winter Storm,2010-02-14 12:00:00,190000,Western Pennsylvania nd Northeast Central WV,Pennsylvania,Severe Weather,East
960,2010-01-01 00:00:00,Winter Storm,2010-02-14 12:00:00,190000,Western Pennsylvania nd Northeast Central WV,West Virginia,Severe Weather,Southern
961,2010-01-01 00:00:00,Firm System Load Shed,2010-02-20 04:01:00,,"San Joaquin Field Division/Bakersfield, CA",California,System Operations,West
962,2010-01-01 00:00:00,Winter Storm,2010-02-25 16:00:00,150000,Upstate New York,New York,Severe Weather,East
963,2010-01-01 00:00:00,Winter Storm,2010-02-26 21:00:00,65000,"Southeastern New York, Northern New Jersey",New Jersey,Severe Weather,East
963,2010-01-01 00:00:00,Winter Storm,2010-02-26 21:00:00,65000,"Southeastern New York, Northern New Jersey",New York,Severe Weather,East
964,2010-01-01 00:00:00,Winter Storm,2010-03-02 19:00:00,55000,New York City,New York,Severe Weather,East
965,2010-01-01 00:00:00,Winter Storm,2010-03-01 16:40:00,509606,Southern Maine and New Hampshire,Maine,Severe Weather,East
965,2010-01-01 00:00:00,Winter Storm,2010-03-01 16:40:00,509606,Southern Maine and New Hampshire,New Hampshire,Severe Weather,East
967,2010-01-01 00:00:00,High Winds and rain,2010-03-16 18:40:00,177528,Southeasten Pennsylvania,Pennsylvania,Severe Weather,East
968,2010-01-01 00:00:00,High Winds and Rain,2010-03-15 20:05:00,50246,Connecticut,Connecticut,Severe Weather,Other
969,2010-01-01 00:00:00,High Winds and Rain,2010-03-17 16:00:00,153000,Long Island,New York,Severe Weather,East
970,2010-01-01 00:00:00,High Winds and Flooding,2010-03-16 00:00:00,180000,Central New Jersey and Northern New Jersey,New Jersey,Severe Weather,East
971,2010-01-01 00:00:00,High Winds and Rain,2010-03-20 12:59:00,360000,"Southern, Central and Northern New Jersey",New Jersey,Severe Weather,East
972,2010-01-01 00:00:00,High Winds and Rain,2010-03-20 09:00:00,173000,New York City and Westchester County,New York,Severe Weather,East
973,2010-01-01 00:00:00,Shed Firm Load,2010-04-01 00:55:00,290000,San Diego and Orange Counties,California,Other,West
974,2010-01-01 00:00:00,Shed Firm Load,2010-04-01 00:38:00,,San Diego,California,Other,West
976,2010-01-01 00:00:00,Severe Thunderstorms,2010-04-18 17:00:00,120000,Southwestern Pennsylvania,Pennsylvania,Severe Weather,East
979,2010-01-01 00:00:00,Generator Tripped,2010-04-21 20:00:00,,"Iberville, Parish, Louisiana",Louisiana,Transmission Interruption,Southern
980,2010-01-01 00:00:00,Transmission System Interruption,2010-04-27 14:55:00,29376,"Rocky Mount, NC",North Carolina,Transmission Interruption,Southern
982,2010-01-01 00:00:00,Thunderstorms,2010-05-09 19:30:00,50500,Tennessee and Mississippi,Mississippi,Severe Weather,Southern
982,2010-01-01 00:00:00,Thunderstorms,2010-05-09 19:30:00,50500,Tennessee and Mississippi,Tennessee,Severe Weather,Southern
983,2010-01-01 00:00:00,Breakers Tripped,2010-05-18 22:46:00,,Central California,California,Other,West
984,2010-01-01 00:00:00,Made Public Appeal - System Drill,2010-05-26 15:00:00,,"Maryland, Pennsylvania, West Virginia, Virginia",Maryland,Other,Southern
984,2010-01-01 00:00:00,Made Public Appeal - System Drill,2010-05-26 15:00:00,,"Maryland, Pennsylvania, West Virginia, Virginia",Pennsylvania,Other,East
984,2010-01-01 00:00:00,Made Public Appeal - System Drill,2010-05-26 15:00:00,,"Maryland, Pennsylvania, West Virginia, Virginia",Virginia,Other,Southern
984,2010-01-01 00:00:00,Made Public Appeal - System Drill,2010-05-26 15:00:00,,"Maryland, Pennsylvania, West Virginia, Virginia",West Virginia,Other,Southern
986,2010-01-01 00:00:00,Firm Load Shed,2010-06-18 00:30:00,1,Southwestern Indiana,Indiana,System Operations,MidWest
987,2010-01-01 00:00:00,Severe Weather,2010-06-04 08:00:00,126000,"San Antonio, TX",Texas,Severe Weather,Southern
988,2010-01-01 00:00:00,Electric System Separation,2010-06-06 05:35:00,2650,Northern California,California,Other,West
989,2010-01-01 00:00:00,Firm Load Shed,2010-06-08 01:00:00,31000,Denver Metropolitan Area,Colorado,System Operations,West
990,2010-01-01 00:00:00,Thunderstorms,2010-06-08 17:00:00,79741,Southeastern Texas,Texas,Severe Weather,Southern
991,2010-01-01 00:00:00,Transmission System Interruption,2010-06-09 15:00:00,4196,"Edenton, NC",North Carolina,Transmission Interruption,Southern
992,2010-01-01 00:00:00,Voltage Reduction (System Test),2010-06-16 11:32:00,,New York (Rockland and Orange Counties),New York,System Operations,East
993,2010-01-01 00:00:00,Made Public Appeal,2010-06-17 17:47:00,,"Morgan City, LA",Louisiana,Other,Southern
994,2010-01-01 00:00:00,Made Public Appeal,2010-06-17 17:17:00,,Southern Louisiana,Louisiana,Other,Southern
995,2010-01-01 00:00:00,Made Public Appeal,2010-06-17 16:40:00,,Southern Louisiana,Louisiana,Other,Southern
996,2010-01-01 00:00:00,Made Public Appeal,2010-06-17 16:40:00,,Southwestern Louisiana,Louisiana,Other,Southern
997,2010-01-01 00:00:00,Electrical System Separation,2010-06-17 11:02:00,,Eastern Montana,Montana,Other,West
998,2010-01-01 00:00:00,Thunderstorms,2010-06-20 00:30:00,94345,Northwest Indiana,Indiana,Severe Weather,MidWest
999,2010-01-01 00:00:00,Severe Weather,2010-06-20 13:00:00,400000,"Chicago, IL",Illinois,Severe Weather,MidWest
1000,2010-01-01 00:00:00,Thunderstorms,2010-06-19 05:00:00,100000,Southern Portion of Lower Michigan,Michigan,Severe Weather,MidWest
1001,2010-01-01 00:00:00,Severe Weather,2010-06-21 10:45:00,79000,"Indiana, Michigan",Indiana,Severe Weather,MidWest
1001,2010-01-01 00:00:00,Severe Weather,2010-06-21 10:45:00,79000,"Indiana, Michigan",Michigan,Severe Weather,MidWest
1002,2010-01-01 00:00:00,Severe Weather,2010-06-22 19:30:00,150000,"Detroit, MI",Michigan,Severe Weather,MidWest
1003,2010-01-01 00:00:00,Thunderstorms,2010-06-22 20:31:00,50636,"Cincinnati, OH",Ohio,Severe Weather,MidWest
1004,2010-01-01 00:00:00,Made Public Appeal/Transmission Equipment Failure,2010-06-22 19:00:00,25159,West/Central Arkansas,Arkansas,Transmission Interruption,Other
1005,2010-01-01 00:00:00,Severe Weather,2010-06-25 13:40:00,300000,"Chicago, IL",Illinois,Severe Weather,MidWest
1006,2010-01-01 00:00:00,Thunderstorms,2010-06-24 02:21:00,53000,Northwest Indiana,Indiana,Severe Weather,MidWest
1007,2010-01-01 00:00:00,Thunderstorms,2010-06-29 12:00:00,150000,Southwestern New Jersey,New Jersey,Severe Weather,East
1008,2010-01-01 00:00:00,Thunderstorms,2010-06-29 23:59:00,355000,Southeastern Pennsylvania,Pennsylvania,Severe Weather,East
